date,campaign_id,channel,campaign_type,region,impressions,clicks,spend,conversions
2026-05-20,C003,Display,Awareness,West,600531,32305,5259.98,2202
2026-05-20,C004,Email,Retention,North,198521,9946,2548.18,616
2026-05-20,C004,Email,Retention,South,165886,6138,2131.32,479
2026-05-20,C004,Email,Retention,East,236711,9931,2255.15,724
2026-05-20,C004,Email,Retention,West,209020,8375,2392.34,574
2026-05-20,C005,Affiliate,Performance,North,409724,16924,3722.27,1092
2026-05-20,C005,Affiliate,Performance,South,463122,19319,4247.13,1222
2026-05-20,C005,Affiliate,Performance,East,339422,13101,3120.38,1101
2026-05-20,C005,Affiliate,Performance,West,325014,11986,4123.43,1130
2026-05-21,C001,Search,Performance,North,796605,27797,9250.96,2251
2026-05-21,C001,Search,Performance,South,1057709,50226,10046.65,3786
2026-05-21,C001,Search,Performance,East,751960,31532,9404.77,2935
2026-05-21,C001,Search,Performance,West,1176701,49846,11026.09,4031
2026-05-21,C002,Social,Performance,North,631721,34313,7157.85,3072
2026-05-21,C002,Social,Performance,South,685039,26657,7791.46,1908
2026-05-21,C002,Social,Performance,East,659799,27339,7990.37,1529
2026-05-21,C002,Social,Performance,West,745987,31650,7066.36,2532
2026-05-21,C003,Display,Awareness,North,513354,21553,5128.54,1713
2026-05-21,C003,Display,Awareness,South,487271,16172,5024.97,1047
2026-05-21,C003,Display,Awareness,East,381378,19523,4645.95,1653
2026-05-21,C003,Display,Awareness,West,554408,20627,5468.83,1350
2026-05-21,C004,Email,Retention,North,276184,9366,2621.41,674
2026-05-21,C004,Email,Retention,South,189990,5382,2304.64,451
2026-05-21,C004,Email,Retention,East,299890,8186,2611.74,605
2026-05-21,C004,Email,Retention,West,244303,11889,2281.45,1015
2026-05-21,C005,Affiliate,Performance,North,336129,18224,3402.16,1241
2026-05-21,C005,Affiliate,Performance,South,330184,10922,2950.03,1032
2026-05-21,C005,Affiliate,Performance,East,345377,11458,3469.89,755
2026-05-21,C005,Affiliate,Performance,West,352235,10011,4428.28,689
2026-05-22,C001,Search,Performance,North,809058,40911,10227.87,3234
2026-05-22,C001,Search,Performance,South,1259262,56799,11101.25,3521
2026-05-22,C001,Search,Performance,East,912400,23218,11984.67,1397
2026-05-22,C001,Search,Performance,West,791047,29969,9299.16,2232
2026-05-22,C002,Social,Performance,North,745737,25231,7544.47,1401
2026-05-22,C002,Social,Performance,South,519996,19110,6657.58,1168
2026-05-22,C002,Social,Performance,East,812834,25958,8389.29,1784
2026-05-22,C002,Social,Performance,West,626508,31842,6292.7,2710
2026-05-22,C003,Display,Awareness,North,381591,19607,4258.74,1109
2026-05-22,C003,Display,Awareness,South,649032,29161,5667.45,2398
2026-05-22,C003,Display,Awareness,East,499020,14059,5286.74,929
2026-05-22,C003,Display,Awareness,West,553232,22958,5001.53,1642
2026-05-22,C004,Email,Retention,North,253802,11020,2461.38,831
2026-05-22,C004,Email,Retention,South,214720,9189,2325.04,591
2026-05-22,C004,Email,Retention,East,213905,8233,2446.09,718
2026-05-22,C004,Email,Retention,West,209650,7083,2573.51,582
2026-05-22,C005,Affiliate,Performance,North,322022,15418,4014.33,890
2026-05-22,C005,Affiliate,Performance,South,256353,13316,3395.25,1042
2026-05-22,C005,Affiliate,Performance,East,319380,12861,3204.2,1217
2026-05-22,C005,Affiliate,Performance,West,386932,17044,3384.39,1239
2026-05-23,C001,Search,Performance,North,1007917,35126,12748.29,2037
2026-05-23,C001,Search,Performance,South,805200,24860,10331.77,1849
2026-05-23,C001,Search,Performance,East,915452,25148,10353.56,1936
2026-05-23,C001,Search,Performance,West,1040288,45198,12117.4,4252
2026-05-23,C002,Social,Performance,North,719152,38876,7656.77,3338
2026-05-23,C002,Social,Performance,South,842934,29512,7598.85,2794
2026-05-23,C002,Social,Performance,East,928420,38113,8754.92,3312
2026-05-23,C002,Social,Performance,West,827489,28495,8372.66,2206
2026-05-23,C003,Display,Awareness,North,735749,27466,6438.75,2349
2026-05-23,C003,Display,Awareness,South,452458,21855,5728.01,1526
2026-05-23,C003,Display,Awareness,East,555518,15875,5587.27,1459
2026-05-23,C003,Display,Awareness,West,424821,22473,5438.98,1871
2026-05-23,C004,Email,Retention,North,246260,10600,2353.57,867
2026-05-23,C004,Email,Retention,South,201266,7977,2222.3,754
2026-05-23,C004,Email,Retention,East,217249,10417,2506.55,891
2026-05-23,C004,Email,Retention,West,196888,5402,2270.97,299
2026-05-23,C005,Affiliate,Performance,North,371189,14511,3240.82,946
2026-05-23,C005,Affiliate,Performance,South,371716,14769,3359.41,1166
2026-05-23,C005,Affiliate,Performance,East,431120,18402,3823.04,1265
2026-05-23,C005,Affiliate,Performance,West,361356,18903,3612.6,1246
2026-05-24,C001,Search,Performance,North,906062,42213,11063.6,3359
2026-05-24,C001,Search,Performance,South,1066794,37910,10439.63,2561
2026-05-24,C001,Search,Performance,East,862404,26428,9395.8,1462
2026-05-24,C001,Search,Performance,West,1270561,48219,11164.64,4521
2026-05-24,C002,Social,Performance,North,666787,32474,8029.81,2804
2026-05-24,C002,Social,Performance,South,559197,29280,7033.56,1838
2026-05-24,C002,Social,Performance,East,871962,46821,7905.67,3216
2026-05-24,C002,Social,Performance,West,621376,19045,7843.39,1428
2026-05-24,C003,Display,Awareness,North,547063,18987,5395.67,1303
2026-05-24,C003,Display,Awareness,South,596123,23254,5874.48,2034
2026-05-24,C003,Display,Awareness,East,457087,14088,5892.63,1144
2026-05-24,C003,Display,Awareness,West,587184,19130,5377.29,1302
2026-05-24,C004,Email,Retention,North,242165,11674,2253.83,709
2026-05-24,C004,Email,Retention,South,248634,11995,2657.68,821
2026-05-24,C004,Email,Retention,East,246860,7302,2484.81,644
2026-05-24,C004,Email,Retention,West,236059,7895,2645.88,699
2026-05-24,C005,Affiliate,Performance,North,346903,11636,3863.06,1064
2026-05-24,C005,Affiliate,Performance,South,388902,10468,3702.52,874
2026-05-24,C005,Affiliate,Performance,East,375881,15871,4294.92,1190
2026-05-24,C005,Affiliate,Performance,West,372393,14405,3937.24,910
2026-05-25,C001,Search,Performance,North,1062289,34868,9372.54,2869
2026-05-25,C001,Search,Performance,South,1275164,57259,11321.84,5144
2026-05-25,C001,Search,Performance,East,913602,27122,9227.85,2072
2026-05-25,C001,Search,Performance,West,905544,42843,10752.53,3261
2026-05-25,C002,Social,Performance,North,712153,19335,6195.44,1097
2026-05-25,C002,Social,Performance,South,570975,30908,6822.48,2910
2026-05-25,C002,Social,Performance,East,657290,35599,7866.24,2161
2026-05-25,C002,Social,Performance,West,592209,16798,7492.06,1308
2026-05-25,C003,Display,Awareness,North,562854,21406,4932.31,1306
2026-05-25,C003,Display,Awareness,South,554927,25177,5926.26,2222
2026-05-25,C003,Display,Awareness,East,564665,25058,6589.34,2366
2026-05-25,C003,Display,Awareness,West,363814,18771,4727.19,1454
2026-05-25,C004,Email,Retention,North,161478,5221,1963.02,461
2026-05-25,C004,Email,Retention,South,235599,12344,2366.01,793
2026-05-25,C004,Email,Retention,East,251112,8601,2442.76,774
2026-05-25,C004,Email,Retention,West,256685,6535,2415.44,572
2026-05-25,C005,Affiliate,Performance,North,280890,10970,3341.81,789
2026-05-25,C005,Affiliate,Performance,South,299474,9034,3459.91,772
2026-05-25,C005,Affiliate,Performance,East,273855,7969,3271.62,614
2026-05-25,C005,Affiliate,Performance,West,331290,15294,3339.08,1257
2026-05-26,C001,Search,Performance,North,893937,31719,8741.76,2014
2026-05-26,C001,Search,Performance,South,769139,25506,8548.51,1492
2026-05-26,C001,Search,Performance,East,831431,22401,9922.8,1894
2026-05-26,C001,Search,Performance,West,826723,30425,9905.49,1751
2026-05-26,C002,Social,Performance,North,831690,25959,7760.05,1776
2026-05-26,C002,Social,Performance,South,546079,14867,6794.61,1407
2026-05-26,C002,Social,Performance,East,808946,40610,7659.03,3543
2026-05-26,C002,Social,Performance,West,673165,20601,8897.06,1672
2026-05-26,C003,Display,Awareness,North,537888,28882,5293.34,1821
2026-05-26,C003,Display,Awareness,South,571559,19799,5216.95,1872
2026-05-26,C003,Display,Awareness,East,561662,21331,5263.26,1572
2026-05-26,C003,Display,Awareness,West,529684,20000,4627.91,1583
2026-05-26,C004,Email,Retention,North,163502,6989,2161.39,387
2026-05-26,C004,Email,Retention,South,215099,9353,2866.15,585
2026-05-26,C004,Email,Retention,East,196737,6768,2550.13,412
2026-05-26,C004,Email,Retention,West,212582,9534,2164.63,799
2026-05-26,C005,Affiliate,Performance,North,272992,10314,3493.3,957
2026-05-26,C005,Affiliate,Performance,South,296744,9704,3544.94,572
2026-05-26,C005,Affiliate,Performance,East,428704,21792,4256.52,1622
2026-05-26,C005,Affiliate,Performance,West,320079,10780,3982.17,878
2026-05-27,C001,Search,Performance,North,1053359,46476,10294.9,4194
2026-05-27,C001,Search,Performance,South,1199558,58008,12185.6,3767
2026-05-27,C001,Search,Performance,East,932622,45113,10313.28,3789
2026-05-27,C001,Search,Performance,West,769488,32661,9944.15,1966
2026-05-27,C002,Social,Performance,North,466077,19225,6100.79,1355
2026-05-27,C002,Social,Performance,South,635873,31194,8044.65,2857
2026-05-27,C002,Social,Performance,East,649299,21366,7761.2,1353
2026-05-27,C002,Social,Performance,West,808166,43186,7652.91,3613
2026-05-27,C003,Display,Awareness,North,488586,18455,5398.36,1070
2026-05-27,C003,Display,Awareness,South,434780,19940,5701.43,1446
2026-05-27,C003,Display,Awareness,East,551453,21659,6405.18,1599
2026-05-27,C003,Display,Awareness,West,568935,28230,6284.0,2062
2026-05-27,C004,Email,Retention,North,288809,14935,2633.94,982
2026-05-27,C004,Email,Retention,South,188748,6196,2470.55,409
2026-05-27,C004,Email,Retention,East,193882,5634,2477.16,344
2026-05-27,C004,Email,Retention,West,259495,12212,2589.34,1091
2026-05-27,C005,Affiliate,Performance,North,290808,15249,3254.69,1189
2026-05-27,C005,Affiliate,Performance,South,350087,13899,3349.24,780
2026-05-27,C005,Affiliate,Performance,East,378229,11899,3645.53,998
2026-05-27,C005,Affiliate,Performance,West,361815,13516,3368.02,1146
2026-05-28,C001,Search,Performance,North,1205559,66013,11420.62,4542
2026-05-28,C001,Search,Performance,South,807224,24191,8827.76,1527
2026-05-28,C001,Search,Performance,East,924333,28095,10181.65,1865
2026-05-28,C001,Search,Performance,West,922560,31108,9898.5,2001
2026-05-28,C002,Social,Performance,North,716181,30866,8361.8,2523
2026-05-28,C002,Social,Performance,South,747373,28680,7385.04,1974
2026-05-28,C002,Social,Performance,East,668824,18787,7613.23,1087
2026-05-28,C002,Social,Performance,West,608681,25860,7727.23,1475
2026-05-28,C003,Display,Awareness,North,511789,24514,5897.96,2079
2026-05-28,C003,Display,Awareness,South,410949,19258,4844.21,1635
2026-05-28,C003,Display,Awareness,East,439704,23146,4587.38,1865
2026-05-28,C003,Display,Awareness,West,409116,18607,4994.28,1341
2026-05-28,C004,Email,Retention,North,269436,13315,2818.44,1116
2026-05-28,C004,Email,Retention,South,255519,7543,2565.39,667
2026-05-28,C004,Email,Retention,East,214201,9992,2036.51,605
2026-05-28,C004,Email,Retention,West,263644,8022,2395.01,697
2026-05-28,C005,Affiliate,Performance,North,241771,7260,2972.73,591
2026-05-28,C005,Affiliate,Performance,South,334464,9586,3447.48,570
2026-05-28,C005,Affiliate,Performance,East,379498,10152,3667.53,785
2026-05-28,C005,Affiliate,Performance,West,277869,14480,3544.83,1321
2026-05-29,C001,Search,Performance,North,1085912,54139,10105.45,4211
2026-05-29,C001,Search,Performance,South,860619,27138,9864.7,1847
2026-05-29,C001,Search,Performance,East,738231,28821,8649.91,1853
2026-05-29,C001,Search,Performance,West,994130,52385,10088.01,4448
2026-05-29,C002,Social,Performance,North,748191,22892,7915.87,2078
2026-05-29,C002,Social,Performance,South,735420,20400,8657.97,1734
2026-05-29,C002,Social,Performance,East,527781,15364,6932.51,951
2026-05-29,C002,Social,Performance,West,500076,22353,6479.65,1977
2026-05-29,C003,Display,Awareness,North,479104,16654,5735.45,1016
2026-05-29,C003,Display,Awareness,South,506356,19037,5072.58,1514
2026-05-29,C003,Display,Awareness,East,538332,28562,5377.67,1912
2026-05-29,C003,Display,Awareness,West,546930,25449,6120.08,2021
2026-05-29,C004,Email,Retention,North,216600,8140,2311.31,505
2026-05-29,C004,Email,Retention,South,241311,11551,2155.01,857
2026-05-29,C004,Email,Retention,East,207807,6756,2583.16,518
2026-05-29,C004,Email,Retention,West,266311,6947,2489.81,655
2026-05-29,C005,Affiliate,Performance,North,254540,7694,2935.58,666
2026-05-29,C005,Affiliate,Performance,South,383413,14343,3386.55,1335
2026-05-29,C005,Affiliate,Performance,East,366525,13946,3594.76,1078
2026-05-29,C005,Affiliate,Performance,West,319414,14657,4130.97,837
2026-05-30,C001,Search,Performance,North,921465,31983,10907.1,2374
2026-05-30,C001,Search,Performance,South,1077187,36215,10895.37,2850
2026-05-30,C001,Search,Performance,East,761910,21359,10145.13,1851
2026-05-30,C001,Search,Performance,West,1168715,44187,10300.94,3336
2026-05-30,C002,Social,Performance,North,642709,27852,7955.68,2571
2026-05-30,C002,Social,Performance,South,577705,27693,6974.76,1549
2026-05-30,C002,Social,Performance,East,640002,19331,7183.05,1351
2026-05-30,C002,Social,Performance,West,698155,23749,7613.4,1929
2026-05-30,C003,Display,Awareness,North,459034,15203,5551.02,1355
2026-05-30,C003,Display,Awareness,South,596294,23046,6092.99,1405
2026-05-30,C003,Display,Awareness,East,535695,27600,4752.17,1610
2026-05-30,C003,Display,Awareness,West,519774,16503,5433.21,1178
2026-05-30,C004,Email,Retention,North,232266,7255,2628.38,631
2026-05-30,C004,Email,Retention,South,289804,11314,2898.61,720
2026-05-30,C004,Email,Retention,East,257050,9516,2683.1,721
2026-05-30,C004,Email,Retention,West,274073,9648,2581.72,599
2026-05-30,C005,Affiliate,Performance,North,483365,24873,4669.8,1737
2026-05-30,C005,Affiliate,Performance,South,334291,17968,4285.0,1300
2026-05-30,C005,Affiliate,Performance,East,440667,13730,4549.5,1169
2026-05-30,C005,Affiliate,Performance,West,468806,19497,4375.23,1453
2026-05-31,C001,Search,Performance,North,1038910,50396,9182.01,4102
2026-05-31,C001,Search,Performance,South,895978,26898,9361.78,2532
2026-05-31,C001,Search,Performance,East,909229,46570,9595.89,4214
2026-05-31,C001,Search,Performance,West,766390,39537,10159.12,2603
2026-05-31,C002,Social,Performance,North,787812,38912,8040.77,3364
2026-05-31,C002,Social,Performance,South,959367,39892,8673.88,3738
2026-05-31,C002,Social,Performance,East,708103,30726,7824.12,1758
2026-05-31,C002,Social,Performance,West,840106,42951,8819.24,2729
2026-05-31,C003,Display,Awareness,North,556758,19904,6042.36,1445
2026-05-31,C003,Display,Awareness,South,535216,23527,5588.09,2047
2026-05-31,C003,Display,Awareness,East,621069,21833,6446.05,1775
2026-05-31,C003,Display,Awareness,West,574546,23982,5539.99,1373
2026-05-31,C004,Email,Retention,North,213420,9647,2472.86,537
2026-05-31,C004,Email,Retention,South,252865,8334,2403.04,561
2026-05-31,C004,Email,Retention,East,248031,6835,2247.09,497
2026-05-31,C004,Email,Retention,West,288425,12539,2646.67,836
2026-05-31,C005,Affiliate,Performance,North,527571,27325,4630.64,1877
2026-05-31,C005,Affiliate,Performance,South,421494,10581,3667.47,593
2026-05-31,C005,Affiliate,Performance,East,288776,9273,3729.48,668
2026-05-31,C005,Affiliate,Performance,West,429327,18774,4119.33,1211
2026-06-01,C001,Search,Performance,North,1125884,39063,10463.58,3683
2026-06-01,C001,Search,Performance,South,998923,26844,9665.92,1514
2026-06-01,C001,Search,Performance,East,838630,33834,10183.79,1987
2026-06-01,C001,Search,Performance,West,1000423,35333,8945.5,3226
2026-06-01,C002,Social,Performance,North,772319,31319,6936.11,1816
2026-06-01,C002,Social,Performance,South,573444,20933,7221.22,1938
2026-06-01,C002,Social,Performance,East,701123,18437,7819.95,1732
2026-06-01,C002,Social,Performance,West,570772,30496,7541.23,2127
2026-06-01,C003,Display,Awareness,North,492396,21724,5043.94,1837
2026-06-01,C003,Display,Awareness,South,413854,22253,5032.15,1792
2026-06-01,C003,Display,Awareness,East,485771,26384,5304.86,2065
2026-06-01,C003,Display,Awareness,West,646371,34644,5893.52,2841
2026-06-01,C004,Email,Retention,North,183267,5685,2392.5,354
2026-06-01,C004,Email,Retention,South,205924,7031,2417.23,487
2026-06-01,C004,Email,Retention,East,169619,7669,2211.63,586
2026-06-01,C004,Email,Retention,West,220159,9694,2373.28,854
2026-06-01,C005,Affiliate,Performance,North,495994,24893,4383.79,1793
2026-06-01,C005,Affiliate,Performance,South,331111,10036,3285.2,776
2026-06-01,C005,Affiliate,Performance,East,406699,15137,3627.83,1437
2026-06-01,C005,Affiliate,Performance,West,369617,9709,3765.12,761
2026-06-02,C001,Search,Performance,North,975402,32818,9127.69,2060
2026-06-02,C001,Search,Performance,South,1193815,42797,10475.98,3383
2026-06-02,C001,Search,Performance,East,1207247,54607,10818.81,3885
2026-06-02,C001,Search,Performance,West,1299736,39553,11870.26,3036
2026-06-02,C002,Social,Performance,North,791023,35285,7346.14,3125
2026-06-02,C002,Social,Performance,South,858818,28502,7615.02,1761
2026-06-02,C002,Social,Performance,East,736362,18499,8757.08,1271
2026-06-02,C002,Social,Performance,West,811853,37222,7136.9,2644
2026-06-02,C003,Display,Awareness,North,405985,11444,4963.54,1044
2026-06-02,C003,Display,Awareness,South,537148,16073,4674.68,919
2026-06-02,C003,Display,Awareness,East,416121,14165,5001.89,892
2026-06-02,C003,Display,Awareness,West,453900,21050,4283.28,1692
2026-06-02,C004,Email,Retention,North,297107,8975,2611.22,573
2026-06-02,C004,Email,Retention,South,226959,6295,2363.54,456
2026-06-02,C004,Email,Retention,East,228411,9427,2588.64,880
2026-06-02,C004,Email,Retention,West,260007,11607,3123.56,658
2026-06-02,C005,Affiliate,Performance,North,289410,7429,3654.28,459
2026-06-02,C005,Affiliate,Performance,South,328618,15149,3367.21,955
2026-06-02,C005,Affiliate,Performance,East,325753,12169,3272.64,987
2026-06-02,C005,Affiliate,Performance,West,438866,23318,3822.81,1286
2026-06-03,C001,Search,Performance,North,710670,33260,8940.28,3085
2026-06-03,C001,Search,Performance,South,939248,43652,9446.34,3731
2026-06-03,C001,Search,Performance,East,1059645,30950,9495.45,2367
2026-06-03,C001,Search,Performance,West,939794,38817,9519.39,2288
2026-06-03,C002,Social,Performance,North,636351,19509,7006.21,1511
2026-06-03,C002,Social,Performance,South,734147,30073,7147.61,2176
2026-06-03,C002,Social,Performance,East,676820,31828,8079.05,2714
2026-06-03,C002,Social,Performance,West,641395,21755,6989.32,1605
2026-06-03,C003,Display,Awareness,North,494819,24975,5199.48,1609
2026-06-03,C003,Display,Awareness,South,583562,31306,5191.54,2922
2026-06-03,C003,Display,Awareness,East,390821,16439,5016.49,1271
2026-06-03,C003,Display,Awareness,West,633166,34747,5808.92,2617
2026-06-03,C004,Email,Retention,North,163151,6570,2169.79,507
2026-06-03,C004,Email,Retention,South,247408,9930,2290.88,910
2026-06-03,C004,Email,Retention,East,217226,11004,2684.05,902
2026-06-03,C004,Email,Retention,West,205581,6309,2512.94,580
2026-06-03,C005,Affiliate,Performance,North,315837,14197,3607.97,1257
2026-06-03,C005,Affiliate,Performance,South,308047,11646,3445.14,1097
2026-06-03,C005,Affiliate,Performance,East,343785,11008,3714.58,786
2026-06-03,C005,Affiliate,Performance,West,382246,10811,3688.08,711
2026-06-04,C001,Search,Performance,North,1035178,26645,9576.31,2185
2026-06-04,C001,Search,Performance,South,1023367,32858,9112.81,2718
2026-06-04,C001,Search,Performance,East,755636,34805,9336.76,2924
2026-06-04,C001,Search,Performance,West,963039,33785,9444.39,2087
2026-06-04,C002,Social,Performance,North,715500,27361,6869.69,1875
2026-06-04,C002,Social,Performance,South,817667,25629,9426.74,1682
2026-06-04,C002,Social,Performance,East,539329,16499,7053.48,1400
2026-06-04,C002,Social,Performance,West,594062,26760,6749.27,2239
2026-06-04,C003,Display,Awareness,North,418278,19725,5513.99,1841
2026-06-04,C003,Display,Awareness,South,578249,17368,5281.25,1182
2026-06-04,C003,Display,Awareness,East,561515,19379,5425.93,1484
2026-06-04,C003,Display,Awareness,West,477575,17976,4653.06,1602
2026-06-04,C004,Email,Retention,North,205560,11039,2112.63,995
2026-06-04,C004,Email,Retention,South,234102,7899,2567.46,508
2026-06-04,C004,Email,Retention,East,211727,5301,2183.41,360
2026-06-04,C004,Email,Retention,West,204097,11049,2435.61,929
2026-06-04,C005,Affiliate,Performance,North,322955,10141,3375.65,775
2026-06-04,C005,Affiliate,Performance,South,382628,16634,3529.31,1336
2026-06-04,C005,Affiliate,Performance,East,439614,17752,3915.48,1193
2026-06-04,C005,Affiliate,Performance,West,340817,10427,3649.66,838
2026-06-05,C001,Search,Performance,North,727406,28651,8773.88,2593
2026-06-05,C001,Search,Performance,South,943374,42872,9660.22,2939
2026-06-05,C001,Search,Performance,East,837738,22214,8264.56,1660
2026-06-05,C001,Search,Performance,West,1036691,36061,11937.99,3369
2026-06-05,C002,Social,Performance,North,653300,33246,6848.32,2382
2026-06-05,C002,Social,Performance,South,690403,34997,6590.67,2358
2026-06-05,C002,Social,Performance,East,667173,17566,6159.61,1182
2026-06-05,C002,Social,Performance,West,655675,27514,6417.09,1993
2026-06-05,C003,Display,Awareness,North,419799,16813,4551.73,1530
2026-06-05,C003,Display,Awareness,South,455337,23238,5329.73,1876
2026-06-05,C003,Display,Awareness,East,429350,15646,5033.62,1083
2026-06-05,C003,Display,Awareness,West,505104,17450,5618.92,1393
2026-06-05,C004,Email,Retention,North,266815,10484,2482.1,934
2026-06-05,C004,Email,Retention,South,199619,5095,2351.63,406
2026-06-05,C004,Email,Retention,East,337305,18247,3039.51,1466
2026-06-05,C004,Email,Retention,West,220713,6072,2090.84,372
2026-06-05,C005,Affiliate,Performance,North,320561,10981,3452.89,870
2026-06-05,C005,Affiliate,Performance,South,351342,15391,4263.52,953
2026-06-05,C005,Affiliate,Performance,East,299542,15477,3555.59,885
2026-06-05,C005,Affiliate,Performance,West,283364,11748,3452.95,872
2026-06-06,C001,Search,Performance,North,851200,30086,9936.73,2435
2026-06-06,C001,Search,Performance,South,921968,28142,8357.79,2493
2026-06-06,C001,Search,Performance,East,775990,22677,10145.39,2079
2026-06-06,C001,Search,Performance,West,938715,25655,10052.9,2395
2026-06-06,C002,Social,Performance,North,909050,28729,8092.03,2541
2026-06-06,C002,Social,Performance,South,843971,43120,8225.87,3746
2026-06-06,C002,Social,Performance,East,753439,26263,8812.34,1557
2026-06-06,C002,Social,Performance,West,822920,27757,7321.15,2104
2026-06-06,C003,Display,Awareness,North,523197,25299,5918.4,2257
2026-06-06,C003,Display,Awareness,South,516626,18776,5589.73,1594
2026-06-06,C003,Display,Awareness,East,483889,24992,5754.77,1762
2026-06-06,C003,Display,Awareness,West,570641,28499,5819.95,1782
2026-06-06,C004,Email,Retention,North,302327,9117,2730.22,654
2026-06-06,C004,Email,Retention,South,323425,8272,2986.0,492
2026-06-06,C004,Email,Retention,East,300919,12769,2970.25,972
2026-06-06,C004,Email,Retention,West,264064,8462,2428.46,615
2026-06-06,C005,Affiliate,Performance,North,343122,12014,4035.7,887
2026-06-06,C005,Affiliate,Performance,South,266205,7389,3499.44,609
2026-06-06,C005,Affiliate,Performance,East,447515,11296,4353.82,899
2026-06-06,C005,Affiliate,Performance,West,301741,14612,3831.69,1383
2026-06-07,C001,Search,Performance,North,1072742,40901,12696.29,3650
2026-06-07,C001,Search,Performance,South,881378,29055,10788.39,2115
2026-06-07,C001,Search,Performance,East,1074243,29900,9582.11,2087
2026-06-07,C001,Search,Performance,West,1247140,39633,12066.2,3220
2026-06-07,C002,Social,Performance,North,795136,34015,9004.32,2544
2026-06-07,C002,Social,Performance,South,904764,42910,8018.86,3613
2026-06-07,C002,Social,Performance,East,737843,38984,7876.24,2545
2026-06-07,C002,Social,Performance,West,632152,23604,7368.32,1527
2026-06-07,C003,Display,Awareness,North,683017,22854,6309.9,1757
2026-06-07,C003,Display,Awareness,South,450585,23636,5752.49,1682
2026-06-07,C003,Display,Awareness,East,450925,14678,4826.53,1027
2026-06-07,C003,Display,Awareness,West,555372,27783,5190.5,1866
2026-06-07,C004,Email,Retention,North,223790,11564,2902.33,737
2026-06-07,C004,Email,Retention,South,264056,11216,2585.2,864
2026-06-07,C004,Email,Retention,East,295249,9298,2747.75,810
2026-06-07,C004,Email,Retention,West,192660,5908,2117.48,504
2026-06-07,C005,Affiliate,Performance,North,304399,10864,3924.94,858
2026-06-07,C005,Affiliate,Performance,South,347919,12921,3577.78,932
2026-06-07,C005,Affiliate,Performance,East,431879,21815,3817.55,1326
2026-06-07,C005,Affiliate,Performance,West,256090,13574,3361.15,1032
2026-06-08,C001,Search,Performance,North,982447,38764,11216.75,3633
2026-06-08,C001,Search,Performance,South,1004240,29737,9856.52,1794
2026-06-08,C001,Search,Performance,East,893967,22922,10297.38,2126
2026-06-08,C001,Search,Performance,West,736038,18612,8999.28,1200
2026-06-08,C002,Social,Performance,North,775615,39847,6936.56,2919
2026-06-08,C002,Social,Performance,South,571434,23800,6249.56,1540
2026-06-08,C002,Social,Performance,East,645943,25675,6879.17,1431
2026-06-08,C002,Social,Performance,West,555532,20190,6865.36,1662
2026-06-08,C003,Display,Awareness,North,488521,25235,5021.09,1717
2026-06-08,C003,Display,Awareness,South,363469,14421,4524.02,1223
2026-06-08,C003,Display,Awareness,East,389025,10117,5138.27,751
2026-06-08,C003,Display,Awareness,West,413985,20845,4762.4,1648
2026-06-08,C004,Email,Retention,North,183014,4797,1928.71,435
2026-06-08,C004,Email,Retention,South,248025,7551,2158.02,451
2026-06-08,C004,Email,Retention,East,255226,12873,2515.59,1095
2026-06-08,C004,Email,Retention,West,205169,8901,2206.42,734
2026-06-08,C005,Affiliate,Performance,North,270017,11266,2678.64,909
2026-06-08,C005,Affiliate,Performance,South,422149,19661,4242.1,1586
2026-06-08,C005,Affiliate,Performance,East,411148,13259,4421.93,729
2026-06-08,C005,Affiliate,Performance,West,360550,15402,3701.8,1445
2026-06-09,C001,Search,Performance,North,708425,19209,8527.85,1650
2026-06-09,C001,Search,Performance,South,697420,30175,8206.17,2489
2026-06-09,C001,Search,Performance,East,995916,33410,10737.44,3034
2026-06-09,C001,Search,Performance,West,1048897,31384,9582.25,1758
2026-06-09,C002,Social,Performance,North,804058,33573,7059.93,2347
2026-06-09,C002,Social,Performance,South,762087,29412,6893.69,1988
2026-06-09,C002,Social,Performance,East,775536,23561,7276.74,1836
2026-06-09,C002,Social,Performance,West,936256,31578,8187.37,2740
2026-06-09,C003,Display,Awareness,North,521275,15668,4940.03,1257
2026-06-09,C003,Display,Awareness,South,409878,21889,5226.28,1459
2026-06-09,C003,Display,Awareness,East,563905,26141,4997.39,2213
2026-06-09,C003,Display,Awareness,West,480393,18851,5058.05,1119
2026-06-09,C004,Email,Retention,North,235400,11510,2063.36,823
2026-06-09,C004,Email,Retention,South,203165,9865,2506.55,590
2026-06-09,C004,Email,Retention,East,222286,10805,2285.12,730
2026-06-09,C004,Email,Retention,West,178363,6944,2275.43,589
2026-06-09,C005,Affiliate,Performance,North,381702,20468,3381.22,1936
2026-06-09,C005,Affiliate,Performance,South,362981,11123,3382.67,706
2026-06-09,C005,Affiliate,Performance,East,361006,17570,3187.38,1475
2026-06-09,C005,Affiliate,Performance,West,266879,13953,3237.32,1229
2026-06-10,C001,Search,Performance,North,941701,42013,9298.66,2470
2026-06-10,C001,Search,Performance,South,830323,45488,9461.94,3736
2026-06-10,C001,Search,Performance,East,692423,23062,8860.03,1498
2026-06-10,C001,Search,Performance,West,873599,26891,10352.95,2097
2026-06-10,C002,Social,Performance,North,659098,25664,8002.86,1425
2026-06-10,C002,Social,Performance,South,647462,17271,6868.37,1625
2026-06-10,C002,Social,Performance,East,565628,24193,7208.81,2064
